,symbol,stock_return_100,market_return_100,sentiment,market_cap,ebitda,pe_ratio,peg_ratio,book_value,dividend_per_share,dividend_yield,eps,revenue_per_share,profit_margin,operating_margin,return_on_assets,return_on_equity,revenue,gross_profit,diluted_eps,quarterly_earnings_growth,quarterly_revenue_growth,trailing_pe,forward_pe,price_to_sales_ratio,price_to_book_ratio,ev_to_revenue,ev_to_ebitda,beta,outperformed
3806,IXHL,-0.3706111111111111,0.09360718955319823,0.09714536000000001,143834000,None,None,None,1.475,0,0,-21.72,0.025,0,-19.58,-0.166,-0.321,782380,776040,-21.72,0,0.086,-,-,267.22,8.2,98.98,-11.21,1.657,False
3807,IZEA,-0.08857566765578648,0.09360718955319823,0.1465119795918367,41119000,-5041743,None,-0.38,1.127,0,0,-0.04,0.661,-0.109,-0.137,-0.0399,-0.0616,41095900,15560700,-0.04,0,-0.162,-,-,0.95,0.572,0.0078,0.494,2.354,False
3808,IZM,,0.09360718955319823,,16372200,3401100,5.16,None,1.189,0,0,0.32,32.9,0.0089,0.0116,0.0238,0.287,290376000,7916400,0.32,1.153,-0.012,5.16,-,-,-,-,-,None,False
3809,J,-0.027386577137163526,0.09360718955319823,0.10749066412213745,14276866000,1365058000,22.44,1.34,48.82,0.92,0.0088,5.02,119.82,0.0421,0.0701,0.0452,0.104,15340868000,3328324000,5.02,0.035,0.124,22.44,16.53,1.012,2.561,1.243,14.51,0.854,False
3810,JACK,0.0837208401055343,0.09360718955319823,0.21775109999999995,1798003000,318187000,14.21,0.744,-34.13,1.76,0.0197,6.14,78.13,0.0786,0.152,0.0672,0,1650468000,433011000,6.14,0.373,0.529,14.21,12.66,0.981,-,3.058,14.69,1.637,False
3811,JAGX,-0.9361085028690664,0.09360718955319823,0.11776877777777779,9086700,-32434000,None,-0.02,-0.301,0,0,-29.41,5.48,0,-2.878,-0.427,-9.22,11956000,2002000,-29.41,0,0.567,-,-,1.542,4.652,3.647,-0.988,1.834,False
3812,JAKK,-0.06633221850613162,0.09360718955319823,0.16693929133858257,161968000,72771000,1.795,2.37,15.1,0,0,9.28,82.5,0.116,0.077,0.101,0.866,796187000,219957000,9.28,-0.254,-0.298,1.795,5.3,0.198,2.465,0.316,3.149,2.201,False
3813,JAMF,-0.03949999999999996,0.09360718955319823,0.22306668627450982,2350125000,-78707000,None,None,5.69,0,0,-1.15,3.966,-0.295,-0.279,-0.0555,-0.196,478776000,379889000,-1.15,0,0.255,-,83.33,6.05,3.987,6.12,-32.18,0.442,False
3814,JAN,-0.4497354497354497,0.09360718955319823,0.019849229166666663,4051300,-3956000,None,None,0.363,0,0,-1.35,12.73,-0.0414,-0.137,-0.114,-0.836,39080000,8868000,-1.35,0.542,-0.291,-,-,0.166,5.14,0.443,-1.35,1.905,False
3815,JANX,-0.2549520766773163,0.09360718955319823,0.05373111111111111,487776000,-66250000,None,None,7.71,0,0,-1.62,0.208,0,-7.79,-0.113,-0.184,8612000,-44829000,-1.62,0,0.761,-,-,71.67,1.697,33.56,-4.025,None,False
3816,JAQC,0.03058103975535157,0.09360718955319823,-0.047052,205209000,None,59.47,None,-0.291,0,0,0.17,0,0,0,-0.0068,0,0,0,0.17,-0.051,0,59.47,-,-,1.321,-,-116.67,None,False
3817,JAQCU,0.02950152594099686,0.09360718955319823,,None,None,79.06,None,-0.291,0,0,0.128,0,0,0,-0.0068,0,0,0,0.128,-0.051,0,79.06,-,-,-,-,-,None,False
3818,JAQCW,-0.1557142857142858,0.09360718955319823,,None,None,None,None,0.004,None,0,None,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,None,False
3819,JAZZ,0.028500000000000063,0.09360718955319823,0.185680675,9170522000,1655415000,None,3.994,48.82,0,0,-3.56,58.51,-0.0612,0.28,0.0554,-0.0636,3659374000,3392249000,-3.56,-0.987,0.084,-,9.11,2.687,3.613,4.139,16.96,0.731,False
3820,JBGS,-0.1979765348996135,0.09360718955319823,0.1634882857142857,1682074000,236197000,20.94,None,23.52,0.9,0.0598,0.7,5.11,0.141,0.0388,0.0024,0.0297,607695000,300995000,0.7,0.595,0.062,20.94,-,3.945,0.822,7.18,12.55,0.973,False
3821,JBHT,0.005073067624497727,0.09360718955319823,0.004431951923076919,17711608000,1976073000,18.32,1.863,35.34,1.6,0.0097,9.21,142.25,0.0654,0.0899,0.114,0.286,14813999000,2577787000,9.21,-0.156,0.044,18.32,19.34,1.323,5.26,1.402,9.86,1.141,False
3822,JBI,0.11005917159763332,0.09360718955319823,0.17804962121212126,1404570000,225095000,13.03,None,2.558,0,0,0.72,6.95,0.106,0.184,0.0979,0.335,1019509000,364932000,0.72,1.206,0.189,13.03,13.23,1.492,4.562,2.255,11.35,0.794,True
3823,JBK,0.03866633658488644,0.09360718955319823,,None,None,None,0,None,None,0.0294,None,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,None,False
3824,JBL,0.3664985543831574,0.09360718955319823,0.20639569500000016,10936546000,2451000000,11.81,0.91,20.01,0.32,0.0037,6.95,257.53,0.0274,0.0437,0.0519,0.384,35127001000,2632000000,6.95,0.007,0.077,11.81,8.78,0.274,3.976,0.349,5.06,1.431,True
3825,JBLU,-0.038251366120218615,0.09360718955319823,0.1176874450000002,2339301000,349000000,None,6.8,10.9,0,0,-1.1,28.3,-0.0395,-0.0202,-0.0087,-0.0977,9158000000,2057000000,-1.1,-0.56,0.317,-,8.3,0.264,0.69,0.568,37.21,1.605,False
3826,JBSS,0.18903607716723095,0.09360718955319823,0.13680825000000002,1106782000,104635000,18.28,0,23.86,0.75,0.0076,5.31,86.83,0.0615,0.0851,0.125,0.239,1003261000,199627000,5.31,0.272,0.083,18.28,-,0.948,3.537,1.024,10.31,0.302,True
3827,JBT,0.1703333094759195,0.09360718955319823,0.1449630303030303,3475993000,259200000,26.68,0.756,27.13,0.4,0.0037,4.07,67.69,0.0603,0.0843,0.0483,0.162,2166000000,617500000,4.07,0.194,0.204,26.68,16.53,1.354,3.574,1.845,16.28,1.397,True
3828,JCI,-0.09227366186373874,0.09360718955319823,0.252018475,38151901000,3172000000,30.51,1.235,23.35,1.4,0.0238,1.82,36.87,0.0498,0.0927,0.0347,0.0817,25504999000,8343000000,1.82,-0.685,0.035,30.51,18.87,1.759,2.809,2.08,19.03,1.25,False
3829,JCICU,0.005015045135406112,0.09360718955319823,0.11642466666666666,,,,,,,,,,,,,,,,,,,,,,,,,,False
3830,JCSE,-0.19215508899217082,0.09360718955319823,-0.009463036363636358,7887000,-87000,52.51,None,1.013,0,0,0.01,1.037,-0.0358,-0.0564,-0.0186,-0.0429,13053000,2348000,0.01,-0.783,-0.192,52.51,-,1.03,1.159,1.035,63.3,None,False
3831,JCTCF,0.013257575757575642,0.09360718955319823,0.07887366666666666,19320200,2791500,13.05,0,6.87,0,0,0.41,17.9,0.0237,0.0388,0.046,0.0636,62562000,13793100,0.41,-0.38,-0.026,13.05,-,0.277,0.724,0.381,11.61,0.281,False
3832,JD,-0.01460197833254822,0.09360718955319823,-0.05723745999999999,66075521000,24174666000,45.8,0.707,136.07,4.276,0.0141,0.92,669.38,0.0099,0.0175,0.021,0.0372,1046235972000,84062000000,0.92,4.48,0.071,45.8,20.24,0.103,3.003,0.0855,12.96,0.48,False
3833,JEF,-0.019233851022091946,0.09360718955319823,0.23807525999999998,7288409000,2475181000,10.2,None,45.25,1.2,0.0378,3.06,22.37,0.109,0.126,0.0146,0.0739,5430788000,4178287000,3.06,-0.561,-0.255,10.2,9.69,1.251,0.806,2.926,14.06,1.415,False
3834,JELD,0.2975663716814161,0.09360718955319823,0.10061664285714282,1088501000,314161000,23.25,0.68,8.58,0,0,0.55,59.38,0.0089,0.0358,0.0317,0.0584,5129179000,944026000,0.55,-0.125,0.035,23.25,7.75,0.16,1.406,0.528,8.84,2.265,True
3835,JFBR,-0.51,0.09360718955319823,0.18805334285714292,6290600,-865000,None,None,0.236,0,0,-0.32,2.399,-0.319,-0.206,-0.122,-1.876,6942000,1949000,-0.32,0,0.227,-,-,1.373,16.46,2.19,-14.64,None,False
3836,JFBRW,-0.3985,0.09360718955319823,,None,-865000,None,None,0.236,0,0,None,2.399,-0.319,-0.206,-0.122,-1.876,6942000,0,0,0,0.227,-,-,-,-,-,-,None,False
3837,JFIN,0.702127659574468,0.09360718955319823,0.1523459743589743,201978000,1197693000,1.268,None,23.27,0,0,2.98,60.79,0.361,0.361,0.37,1.863,3271414000,2706187000,2.98,3.391,1.864,1.268,1.763,0.0435,1.145,0.0336,0.104,0.963,True
3838,JFU,-0.5973684210526315,0.09360718955319823,0.03892400000000001,18113600,-107356496,None,None,349.98,0,0,-1.95,61.14,-0.238,-0.197,-0.0169,-0.0415,696150000,714357000,-1.95,-0.943,-0.166,-,1.318,0.0676,0.0807,0.104,14.07,0.316,False
3839,JG,-0.4682097087378641,0.09360718955319823,0.19011461538461535,65097000,-82045000,None,None,1.074,0,0,-0.13,2.765,-0.323,-0.333,-0.135,-0.576,328822000,225800000,-0.13,0,-0.141,-,7.29,0.301,4.425,0.323,-1.025,0.876,False
3840,JGGC,0.029702970297029774,0.09360718955319823,,318934000,None,57.78,None,-0.306,0,0,0.18,0,0,0,-0.0128,0,0,0,0.18,0,0,57.78,-,-,-,-,-,None,False
3841,JGGCR,-0.12487205731832128,0.09360718955319823,0.198917,None,None,None,None,-0.002,0,0,None,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,None,False
3842,JGGCU,0.04545454545454554,0.09360718955319823,,None,None,None,None,-0.306,0,0,-0.008,0,0,0,-0.0128,0,0,0,-0.008,0,0,-,-,-,-,-,-,None,False
3843,JGGCW,2.3333333333333335,0.09360718955319823,,None,None,None,None,-0.002,0,0,None,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,None,True
3844,JHAA,0.025260356104820907,0.09360718955319823,,,,,,,,,,,,,,,,,,,,,,,,,,,False
3845,JHG,0.16212456708113476,0.09360718955319823,0.14935392999999997,4305452000,557300000,11.65,1.21,26.37,1.56,0.0586,2.23,13.63,0.169,0.238,0.0508,0.0584,2203600000,1411400000,2.23,-0.494,-0.261,11.65,12.12,1.622,0.996,1.253,6.06,1.449,True
3846,JHX,0.19799219185722258,0.09360718955319823,0.0537390652173913,9617926000,985500000,20.23,1.179,3.529,0.3,0.0321,1.07,8.59,0.126,0.213,0.123,0.339,3827500000,1313900000,1.07,-0.267,-0.044,20.23,16.1,2.351,6.14,2.567,10.88,1.029,True
3847,JILL,0.0995198603230031,0.09360718955319823,0.06659671698113208,259452000,105900000,8.66,0.63,-0.022,0,0,2.91,44.15,0.0686,0.13,0.109,-54.02,615268000,422050000,2.91,-0.733,0.017,8.66,-,0.391,0.489,0.854,4.983,1.303,True
3848,JJSF,0.08307035499956429,0.09360718955319823,0.16509853571428576,2936314000,116185000,69.09,5.25,44.71,2.666,0.0183,2.21,73.69,0.0303,0.0427,0.0323,0.0502,1413509000,369642000,2.21,-0.414,0.103,69.09,28.99,2.133,3.475,2.225,26.5,0.538,False
3849,JKHY,-0.13245328129717482,0.09360718955319823,0.14013213636363642,10986543000,541309000,31.2,3.286,20.7,1.96,0.0138,4.82,27.38,0.177,0.232,0.119,0.253,1995448000,814270000,4.82,-0.154,0.023,31.2,36.63,6.54,9.02,6.75,20.25,0.641,False
3850,JKS,0.03482794577685077,0.09360718955319823,,2490219000,2501012000,25.39,0.257,325.7,0,0,1.95,1687.42,0.008,0.01,0.0057,0.0785,83528868000,12346623000,1.95,0.41,0.855,25.39,8.1,0.0385,1.125,0.125,4.772,0.829,False
3851,JLL,-0.036169338265515834,0.09360718955319823,0.10917103743315512,6886046000,1315500000,10.91,2.818,126.73,0,0.0083,13.25,430.56,0.0314,0.0466,0.0391,0.126,20862099000,11211800000,13.25,-0.556,-0.057,10.91,10.22,0.598,1.374,0.528,8.1,1.289,False
3852,JMACU,0.10127826941986227,0.09360718955319823,,None,None,None,None,-0.305,0,0,None,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,None,True
3853,JMIA,-0.11989100817438691,0.09360718955319823,0.015229799999999996,311757000,-215448000,None,None,4.135,0,0,-2.49,1.836,-1.072,-1.024,-0.313,-0.81,221882000,132112000,-2.49,0,0.071,-,-,1.64,1.685,0.525,-0.462,2.55,False
3854,JMSB,-0.25932633103947844,0.09360718955319823,0.089142,290612000,None,9.19,0,15.15,0,0,2.24,5.16,0.442,0.557,0.0141,0.151,71937000,71937000,2.24,0.077,0.052,9.19,-,5.37,1.905,-,-,0.736,False
3855,JNCE,-0.060301507537688384,0.09360718955319823,0.10731658064516124,97631000,-50155000,None,0,3.542,0,0,-0.99,1.587,-0.621,-0.637,-0.14,-0.25,82000000,27196000,-0.99,0,-1,-,19.46,7.27,0.275,1.243,0.629,0.633,False
3856,JNJ,-0.06853270170601612,0.09360718955319823,0.14765530999999998,494463451000,32717001000,23.55,3.793,29.39,4.45,0.0288,6.73,36.17,0.189,0.271,0.0871,0.238,94943003000,63954000000,6.73,-0.254,-0.044,23.55,16.89,4.894,6.16,4.763,15.47,0.534,False
3857,JNPR,0.19562001139897858,0.09360718955319823,0.25773386500000006,11031740000,757000000,24.01,1.185,13.86,0.84,0.0256,1.43,16.46,0.0889,0.102,0.037,0.107,5301200000,2958300000,1.43,0.376,0.115,24.01,14.62,2.034,2.475,2.212,14.81,0.944,True
3858,JOAN,-0.7108208955223881,0.09360718955319823,0.05296960000000002,63220000,-33200000,None,None,-1.2,0,0.277,-4.64,54.47,-0.0905,-0.0512,-0.0313,-3.984,2216900000,1040300000,-4.64,-0.687,-0.058,-,4.236,0.0655,3.419,0.924,-632.62,1.418,False
3859,JOBY,0.08974358974358977,0.09360718955319823,0.08187449390243903,2671491000,-368208000,None,None,1.871,0,0,-0.47,0,0,0,-0.176,-0.208,0,0,-0.47,0,0,-,-,-,1.881,-,-5.08,1.631,False
3860,JOE,0.18691977185191885,0.09360718955319823,,2394121000,84355000,33.35,-2.72,10.81,0.4,0.0098,1.21,4.297,0.281,0.244,0.0291,0.11,252321000,106423000,1.21,-0.112,-0.38,33.35,-,7.48,3.533,8.89,19.26,1.272,True
3861,JOUT,0.18561524155288756,0.09360718955319823,0.13987808474576272,636987000,69093000,15.84,1.37,48.73,1.22,0.02,3.87,75.81,0.0514,0.0756,0.0533,0.0823,768168000,271332000,3.87,-0.467,0.162,15.84,12.24,0.9,1.407,0.827,8.39,0.866,True
3862,JPM,-0.0028611113847677567,0.09360718955319823,0.11228533500000004,378421608000,None,10.62,1.166,90.29,4,0.0307,12.09,41.24,0.308,0.38,0.0102,0.129,122306003000,122306000000,12.09,0.074,0.056,10.62,10.38,3.165,1.534,-,-,1.105,False
3863,JPM-P-C,0.053446107863543646,0.09360718955319823,,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,None,False
3864,JPM-P-D,0.10258633300211062,0.09360718955319823,,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,None,True
3865,JPM-P-J,0.16181533747047938,0.09360718955319823,,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,None,True
3866,JPM-P-K,0.17515296803653146,0.09360718955319823,,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,None,True
3867,JPM-P-L,0.1674977273606812,0.09360718955319823,,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,None,True
3868,JPM-P-M,0.16151646004796474,0.09360718955319823,,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,None,True
3869,JRSH,0.16551003485971566,0.09360718955319823,-0.021094777777777782,56689000,8762400,13.88,None,5.74,0.2,0.0426,0.33,11.72,0.0294,0.0439,0.0459,0.0606,145229000,27331600,0.33,-0.462,0.169,13.88,-,0.383,0.762,0.24,3.015,0.992,True
3870,JRVR,-0.15390025063059726,0.09360718955319823,0.15874497368421053,744677000,74010000,33.2,0,14.78,0.2,0.0098,0.59,21.73,0.0381,0.0897,0.009,0.0435,813696000,268882000,0.59,-0.783,0.089,33.2,9.27,1.027,1.639,1.442,-,0.399,False
3871,JSM,0.1287435726341409,0.09360718955319823,,5199753000,None,15.77,0,None,0.64,0.0986,None,0,0,0,0,0,0,0,0,0,0,15.77,-,-,-,-,-,None,True
3872,JSPR,1.5384615384615383,0.09360718955319823,0.08705362686567163,181490000,-50221000,None,None,0.946,0,0,-0.98,0,0,0,-0.451,-0.714,0,0,-0.98,0,0,-,-,-,0.507,-,0.444,2.015,True
3873,JSPRW,1.9599284692417736,0.09360718955319823,,None,None,None,None,-5.18,None,0,-3.836,0,0,0,0,0,0,0,-3.836,0,0,-,-,-,-,-,-,None,True
3874,JT,0.04054054054054058,0.09360718955319823,0.043580400000000005,33123100,-127584000,None,None,20.26,0,0,-0.89,46.68,-0.126,-0.14,-0.0853,-0.28,989675000,212408000,-0.89,0,-0.002,-,-,0.034,0.516,0.0183,-0.0837,0.452,False
3875,JUGG,0.029145728643216174,0.09360718955319823,0.387575,352935000,None,35.31,None,-1.54,0,0,0.29,0,0,0,-0.0025,0,0,0,0.29,0.717,0,35.31,-,-,1.298,-,-308.55,None,False
3876,JUGGU,-0.010732526684830873,0.09360718955319823,,241680000,None,22.66,None,-1.54,0,0,0.447,0,0,0,-0.0025,0,0,0,0.447,0.717,0,22.66,-,-,-,-,-,None,False
3877,JUGGW,0.07333842627960295,0.09360718955319823,,None,None,None,None,0.145,None,0,None,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,None,False
3878,JUN,0.03386454183266949,0.09360718955319823,,388326000,None,27.32,None,-0.358,0,0,0.38,0,0,0,0,0,0,0,0.38,0,0,27.32,-,-,1.296,-,-274.48,None,False
3879,JUN-U,0.03174603174603177,0.09360718955319823,,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,None,False
3880,JUN-WS,-0.4036970781156827,0.09360718955319823,,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,None,False
3881,JUPW,-0.5887037037037038,0.09360718955319823,0.11059890697674421,11714700,-10815894,None,None,0.409,0,0,-1.25,0.302,0,-1.641,-0.322,-1.238,6835500,535480,-1.25,0,1.282,-,-,3.042,2.542,2.624,-0.805,0.202,False
3882,JUPWW,-0.8169271933530489,0.09360718955319823,,48835600,None,None,None,None,None,0,None,0.086,-2.925,-2.683,0,-353.16,580520,0,0,0,342.85,-,-,-,-,-,-,None,False
3883,JVA,-0.14215686274509806,0.09360718955319823,0.12512683098591562,10046600,-1984753,None,0,4.343,0,0,-0.66,11.51,-0.057,-0.0391,-0.0373,-0.171,65707000,11013900,-0.66,-0.585,-0.124,-,-,0.173,0.411,0.293,80.07,1.223,False
3884,JWAC,0.04662698412698419,0.09360718955319823,,191717000,None,211,None,-0.309,0,0,0.05,0,0,0,-0.0016,0,0,0,0.05,0,0,211,-,-,-,-,-,None,False
3885,JWACR,2.954416292907991,0.09360718955319823,0.18514300000000003,None,None,None,None,0.012,None,0,-0.101,0,0,0,0,0,0,0,-0.101,0,0,-,-,-,-,-,-,None,True
3886,JWEL,-0.8640000000000001,0.09360718955319823,0.122415,5537600,-14621832,None,None,1.192,0,0,-0.51,7.83,-0.0675,-0.0732,-0.149,-0.336,203244000,11652500,-0.51,2.877,0.475,-,-,0.0814,0.484,0.0877,-1.404,-0.168,False
3887,JWN,-0.12724020094282287,0.09360718955319823,0.12459214999999997,2608860000,1149000000,10.79,0.293,4.616,0.76,0.0459,1.51,97.0,0.0158,0.0351,0.0387,0.371,15530000000,5511000000,1.51,-0.401,-0.037,10.79,7.07,0.171,4.644,0.464,5.37,2.258,False
3888,JXJT,-0.196875,0.09360718955319823,0.2023020909090909,30358000,-28601960,None,None,2.194,0,0,-9.65,15.65,-0.525,-0.297,-0.403,-1.511,98607000,1612300,-9.65,0,3.116,-,-,0.115,0.65,0.0928,-0.282,1.26,False
3889,JXN,0.18511774320854701,0.09360718955319823,0.11165117391304348,3006588000,None,0.556,None,101.86,2.2,0.0663,64.23,170.16,0.392,0.496,0.0132,0.568,14551000000,9656000000,64.23,6.72,1.554,0.556,-,0.185,0.333,0.126,-1.73,None,True
3890,JXN-P-A,,0.09360718955319823,,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,None,False
3891,JYNT,0.15401146131805146,0.09360718955319823,0.16303506741573032,240460000,10131100,201.12,-0.7,2.228,0,0,0.08,7.03,0.0116,0.0244,0.0175,0.038,101911000,92081000,0.08,-0.769,0.258,201.12,55.87,2.243,7.48,2.598,30.0,1.347,True
3892,JZ,-0.2697368421052631,0.09360718955319823,0.10648828571428572,72556000,73961000,7.93,None,7.11,0,0,0.14,8.23,0.0104,0.0457,0.0214,0.0151,457147000,104195000,0.14,-0.812,-0.269,7.93,-,0.129,1.168,0.136,0.573,None,False
3893,JZXN,-0.326171875,0.09360718955319823,0.0915452962962963,4985200,-13999141,None,None,0.242,0,0,-0.79,0.281,-2.703,-2.286,-0.408,-1.185,6215700,-7509470,-0.79,0.872,-0.573,-,-,0.348,0.24,0.0777,0.524,None,False
3894,K,-0.03603983016771011,0.09360718955319823,0.19959344999999984,22996449000,2093000000,24.05,2.985,11.53,2.34,0.0352,2.79,44.83,0.0627,0.105,0.0551,0.224,15315000000,4625000000,2.79,0.011,0.121,24.05,17.54,1.661,5.87,2.151,12.47,0.426,False
3895,KA,-0.6328259554066002,0.09360718955319823,0.0345602,28363700,-17806000,None,None,-0.313,0,0,-0.25,0.046,0,-5.61,0,0,3186000,9091000,-0.25,0,-0.918,-,-,-,-,-,-,None,False
3896,KACL,0.06686332350049161,0.09360718955319823,0.109597,110085000,None,361.67,None,-0.722,0,0,0.03,0,0,0,-0.0031,-0.0022,0,0,0.03,0,0,361.67,-,-,1.366,-,-268.1,None,False
3897,KACLR,1.5714285714285712,0.09360718955319823,,None,None,None,None,0.007,0,0,-0.02,0,0,0,0,0,0,0,-0.02,0,0,-,-,-,-,-,-,None,True
3898,KACLU,0.07421874999999997,0.09360718955319823,,None,None,None,None,-0.722,0,0,-0.02,0,0,0,-0.0031,-0.0022,0,0,-0.02,0,0,-,-,-,-,-,-,None,False
3899,KACLW,0.6363636363636362,0.09360718955319823,,None,None,None,None,0.007,0,0,-0.02,0,0,0,0,0,0,0,-0.02,0,0,-,-,-,-,-,-,None,True
3900,KAI,0.116673007188219,0.09360718955319823,0.16392022222222216,2440403000,186866000,19.68,3.229,56.01,1.04,0.0057,10.36,77.63,0.134,0.168,0.0832,0.199,904739000,388437000,10.36,0.078,0.062,19.68,20.62,2.321,3.615,2.62,11.64,1.206,True
3901,KAL,-0.6340136054421769,0.09360718955319823,0.08416011764705877,2471500,-58745000,None,None,552.39,0,0,-586.73,6.15,0,-12.4,-0.169,-0.764,5666000,-6779000,-586.73,0,1.09,-,-,1.216,0.0608,19.77,-1.526,1.818,False
3902,KALA,1.1684867394695788,0.09360718955319823,0.07716161783439487,29319400,-80819000,None,0,11.12,0,0,-29.28,2.559,0,-20.9,-0.45,-2.506,3892000,1332000,-29.28,0,-1,-,-,1.157,2.944,0.0421,0.0299,-1.643,True
3903,KALU,-0.12727358015540277,0.09360718955319823,0.14019202325581392,1164157000,131600000,None,2.24,39.8,3.08,0.0424,-1.86,215.51,-0.0086,0.0072,0.0065,-0.0447,3427900000,247700000,-1.86,0.821,-0.038,-,15.8,0.358,2.08,0.662,14.57,1.274,False
3904,KALV,0.5423076923076922,0.09360718955319823,0.06649094117647059,273697000,-105268000,None,0,5.4,0,0,-3.88,0.214,0,0,-0.309,-0.462,3824000,-70167000,-3.88,0,0.307,-,-,107.42,0.979,76.33,-0.246,1.11,True
3905,KALWW,0.1390374331550801,0.09360718955319823,,None,-44280000,None,None,2.412,0,0,None,0.043,0,-12.61,-0.11,-0.24,3993000,0,0,0,3.357,-,-,-,-,-,-,1.818,True
3906,KAMN,0.1907143904591821,0.09360718955319823,0.11038700000000004,635097000,99347000,None,2.24,24.4,0.8,0.0347,-1.66,24.56,-0.0672,0.0852,0.0273,-0.0625,687961000,226591000,-1.66,-0.962,0.126,-,-,0.873,0.777,1.776,15.79,1.004,True
3907,KAR,0.004615384615384654,0.09360718955319823,0.07292369230769231,1422482000,240000000,None,1.34,13.94,0,0.062,-0.1,13.06,0.159,0.092,0.0139,0.0135,1519400000,685100000,-0.1,30.13,0.042,-,20.24,0.639,0.955,0.814,5.31,1.239,False
3908,KARO,-0.007792207792207779,0.09360718955319823,0.0617493043478261,709399000,1277754000,23.15,None,77.91,0,0.103,0.99,107.69,0.164,0.242,0.152,0.243,3332361000,1823590000,0.99,-0.004,0.292,23.15,7.74,0.229,5.42,0.213,0.832,None,False
3909,KAVL,-0.3109737562063025,0.09360718955319823,0.06802127272727275,37633300,None,None,None,0.147,0,0,-0.33,0.269,-1.172,-1.174,-0.496,-1.316,12445500,1241000,-0.33,0,-0.111,-,-,5.21,4.952,5.45,-3.559,3.082,False
3910,KB,0.0369318181818181,0.09360718955319823,0.13056166666666666,14013266000,None,4.383,0.741,124123.59,2950,0.0588,8.25,33818.01,0.334,0.428,0.0061,0.0852,13176656626000,13176657000000,8.25,-0.47,-0.045,4.383,3.925,0.0011,0.428,-,-,0.794,False
3911,KBAL,0.7933526965541898,0.09360718955319823,0.16297438888888893,453707000,53185000,None,0,4.854,0.36,0.0291,-0.52,19.57,-0.0262,0.0407,0.0451,-0.0983,718622000,210019000,-0.52,-0.411,0.208,-,-,0.333,1.084,0.439,12.63,0.979,True
3912,KBH,0.4460791660904613,0.09360718955319823,0.10291106999999994,3329025000,1135504000,4.471,0.63,44.27,0.6,0.0149,9.07,80.43,0.117,0.16,0.108,0.237,6889301000,1742771000,9.07,-0.012,-0.01,4.471,4.257,0.423,0.761,0.68,4.424,1.582,True
3913,KBNT,-0.3452475247524753,0.09360718955319823,0.05372,9762800,-10780657,None,None,0.886,0,0,-1.05,0.168,0,-4.623,-0.296,-0.712,2403400,2737800,-1.05,0,-0.677,-,-,3.957,0.751,0.216,0.358,2.902,False
3914,KBNTW,-0.8742138364779874,0.09360718955319823,,76344000,None,None,None,None,None,0,None,0.417,-2.479,-1.75,0,-82.58,1502700,0,0,0,23.33,-,-,-,-,-,-,None,False
3915,KBR,0.1071103615291726,0.09360718955319823,0.17984287878787888,7510094000,498000000,43.64,1.127,11.87,0.48,0.0097,1.26,47.22,0.0289,0.0622,0.0433,0.116,6564000000,828000000,1.26,0.232,-0.357,43.64,17.21,0.933,4.53,1.165,17.48,1.133,True
3916,KC,2.5312499999999996,0.09360718955319823,0.02051278985507242,2086567000,-1093990016,None,None,37.41,0,0,-1.96,33.86,-0.325,-0.275,-0.0733,-0.255,8180107000,351288000,-1.96,0,-0.199,-,-,0.0997,0.684,0.0398,-0.139,1.869,True
3917,KCGI,0.03420922161626166,0.09360718955319823,,359490000,None,12.27,None,-0.33,0,0,0.85,0,0,0,0,0,0,0,0.85,0,0,12.27,-,-,1.316,-,-,None,False
3918,KCGI-U,0.04545454545454554,0.09360718955319823,,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,None,False
3919,KCGI-WS,0.5899066666666668,0.09360718955319823,,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,None,True
3920,KD,0.6298773690078036,0.09360718955319823,0.17724839000000006,3357974000,698000000,None,None,8.05,0,0,-9.46,81.71,-0.112,-0.0298,-0.0393,-0.537,18317001000,2087000000,-9.46,0,-0.056,-,-,0.139,1.449,0.262,-77.31,None,True
