,symbol,stock_return_100,market_return_100,sentiment,market_cap,ebitda,pe_ratio,peg_ratio,book_value,dividend_per_share,dividend_yield,eps,revenue_per_share,profit_margin,operating_margin,return_on_assets,return_on_equity,revenue,gross_profit,diluted_eps,quarterly_earnings_growth,quarterly_revenue_growth,trailing_pe,forward_pe,price_to_sales_ratio,price_to_book_ratio,ev_to_revenue,ev_to_ebitda,beta,outperformed
7478,WAB,0.014876966575670584,0.09360718955319823,0.1438359473684211,18363441000,1496000000,29.43,3.92,55.75,0.6,0.0067,3.46,45.9,0.0757,0.128,0.0362,0.0629,8362000000,2583000000,3.46,-0.141,0.112,29.43,18.32,2.241,1.903,2.752,15.06,1.479,False
7479,WABC,-0.3164497065716514,0.09360718955319823,0.19312115000000002,1123370000,None,9.04,8.32,22.37,1.68,0.0386,4.54,9.82,0.462,0.645,0.0169,0.171,264022000,264022000,4.54,0.808,0.466,9.04,-,6.37,2.857,-,-,0.638,False
7480,WAFD,-0.18754206938304946,0.09360718955319823,0.17418684677419363,1993015000,None,7.79,1.67,30.96,0.72,0.0336,3.84,10.72,0.379,0.498,0.0128,0.119,699967000,657961000,3.84,0.634,0.276,7.79,-,3.265,1.107,-,-,0.851,False
7481,WAFDP,-0.0468352421768896,0.09360718955319823,,2322011000,None,6.02,None,30.96,0.72,0.0752,2.738,10.72,0.379,0.498,0.0128,0.119,699967000,657961000,2.738,0.634,0.276,6.02,-,-,-,-,-,0.851,False
7482,WAFU,-0.10179366025964494,0.09360718955319823,0.034189777777777784,8747000,1662600,11.59,None,2.503,0,0,0.17,2.505,0.102,0.132,0.0502,0.115,11122800,5522800,0.17,0.787,-0.061,11.59,-,0.873,0.829,0.063,-1.901,0.822,False
7483,WAL,-0.49156147362157854,0.09360718955319823,-0.04043030894308942,3749179000,None,3.525,1.84,46.85,1.42,0.0413,9.51,23.07,0.428,0.545,0.0171,0.205,2472800000,2472800000,9.51,0.149,0.274,3.525,5.01,2.68,1.296,-,-,1.443,False
7484,WALD,-0.11413043478260859,0.09360718955319823,0.20349124137931035,879352000,None,None,None,-1.144,0,0,-1.22,1.703,-0.252,-0.295,0,0,73445000,0,-1.22,0,0,-,-,13.47,3.354,-,-57.79,None,False
7485,WALDW,-0.12121212121212131,0.09360718955319823,,366375000,None,None,None,-1.201,0,0,None,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,None,False
7486,WASH,-0.27595762704539345,0.09360718955319823,0.20811360869565218,575168000,None,8.1,4.01,26.4,2.18,0.0651,4.11,12.75,0.326,0.426,0.0115,0.141,219892000,219892000,4.11,-0.172,-0.107,8.1,11.96,3.622,1.907,-,-,0.752,False
7487,WAT,-0.0219371930731454,0.09360718955319823,0.14064478350515464,18250703000,1014085000,26.39,2.982,8.54,0,0,11.65,49.55,0.238,0.297,0.173,1.623,2971956000,1723774000,11.65,0.083,0.026,26.39,27.25,6.9,53.04,7.33,21.77,0.865,False
7488,WATT,-0.5097087378640777,0.09360718955319823,0.12825470967741937,45772300,-25619940,None,0,0.312,0,0,-0.33,0.011,0,-30.41,-0.399,-0.734,851320,-426244,-0.33,0,-0.205,-,-,77.65,2.322,52.97,-1.684,2.649,False
7489,WAVC,0.03134479271991898,0.09360718955319823,,273960000,None,145.71,None,-0.245,0,0,0.07,0,0,0,-0.0033,0,0,0,0.07,0,0,145.71,-,-,-,-,-,None,False
7490,WAVC-U,0.03333333333333334,0.09360718955319823,,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,None,False
7491,WAVC-WS,0.2658227848101266,0.09360718955319823,,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,None,True
7492,WAVD,-0.6667063444827996,0.09360718955319823,0.14835180645161292,5366300,-7968039,None,None,0.66,0,0,-0.6,0.723,-0.791,-0.752,-0.441,-1.057,12201300,3615600,-0.6,0,-0.464,-,-,0.856,0.888,0.84,-0.988,2.9,False
7493,WAVE,-0.27272727272727276,0.09360718955319823,0.13618013333333331,15538200,-3374852,None,None,1.873,0,0,-0.52,0.005,0,-132.46,-0.163,-0.227,26000,4000,-0.52,0,-0.076,-,-,919.91,2.199,511.94,-5.22,0.119,False
7494,WAVS,0.01794616151545379,0.09360718955319823,,41056700,None,None,None,7.91,0,0,-0.05,0,0,0,0,0,0,0,-0.05,0,0,-,-,-,-,-,-,None,False
7495,WAVSU,-0.06972111553784854,0.09360718955319823,,None,None,None,None,7.91,0,0,None,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,None,False
7496,WAVSW,2.272727272727273,0.09360718955319823,,None,None,None,None,0.005,0,0,None,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,None,True
7497,WB,0.5420408163265307,0.09360718955319823,0.038934844999999954,4907985000,545652000,51.04,4.848,14.23,0,0,0.37,7.81,0.0466,0.267,0.0419,0.0276,1836332000,1435747000,0.37,0.201,-0.273,51.04,7.81,2.098,1.357,1.864,8.55,0.525,True
7498,WBA,-0.003761384230559109,0.09360718955319823,0.13802113999999993,30728483000,3153000000,None,12.0,24.56,1.917,0.0555,-3.64,154.34,-0.0236,0.0108,0.0093,-0.116,133291000000,28266000000,-3.64,-0.206,0.033,-,8.8,0.251,1.161,0.471,10.52,0.717,False
7499,WBD,0.5396341463414634,0.09360718955319823,0.019211870000000034,36071236000,4938000000,None,1.389,19.38,0,0,-3.94,17.43,-0.218,-0.0667,-0.0167,-0.235,33817000000,13426000000,-3.94,2.267,2.454,-,149.25,0.934,0.55,2.851,6.45,1.503,True
7500,WBS,-0.2988747707269498,0.09360718955319823,0.17099503448275866,6702995000,None,10.1,1.93,44.67,1.6,0.0415,3.72,13.09,0.294,0.502,0.0121,0.112,2191950000,2191950000,3.72,0.152,0.986,10.1,6.7,4.143,1.058,-,-,1.277,False
7501,WBS-P-F,-0.05376631563448339,0.09360718955319823,,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,None,False
7502,WBS-P-G,-0.028538292594158122,0.09360718955319823,,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,None,False
7503,WBX,-0.18918918918918912,0.09360718955319823,-0.13358233333333333,733904000,-103601544,None,None,0.981,0,0,-0.99,0.765,-1.732,-0.924,-0.263,-2.892,112072000,9066200,-0.99,0,1.482,-,-,5.86,4.285,6.18,-3.934,None,False
7504,WBX-WS,0.0,0.09360718955319823,,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,None,False
7505,WCC,0.18448377137722002,0.09360718955319823,0.18338473793103444,7404953000,1661076000,9.3,0.724,87.75,0,0.0099,15.32,422.2,0.0402,0.0714,0.0697,0.21,21420116000,4661322000,15.32,0.333,0.146,9.3,7.63,0.297,1.768,0.58,8.25,1.972,True
7506,WCC-P-A,0.05733805821770516,0.09360718955319823,,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,None,False
7507,WCLD,0.26646314871347576,0.09360718955319823,,,,,,,,,,,,,,,,,,,,,,,,,,,True
7508,WCN,0.009249582985682929,0.09360718955319823,0.1366915701754386,35442344000,2205369000,42.53,2.513,27.64,0.945,0.0073,3.24,28.02,0.116,0.178,0.0505,0.118,7211859000,2875847000,3.24,0.175,0.151,42.53,24.04,5.07,5.21,6.08,20.4,0.67,False
7509,WD,-0.05410450985146004,0.09360718955319823,0.16923962500000003,2420001000,None,11.2,1.25,52.15,2.4,0.0337,6.36,38.25,0.173,0.214,0.0452,0.127,1236498000,1236498000,6.36,-0.487,-0.332,11.2,10.99,1.925,1.612,4.183,10.22,1.365,False
7510,WDAY,0.50129677658392,0.09360718955319823,0.15740718500000006,53033185000,142157000,None,1.694,21.65,0,0,-1.47,24.39,-0.059,-0.0358,-0.0116,-0.0725,6215818000,4500640000,-1.47,0,0.196,-,37.31,7.58,8.52,7.37,250.31,1.259,True
7511,WDC,0.04628820960698679,0.09360718955319823,0.06721515000000004,11459949000,1739000000,None,490.33,37.98,0,0.0434,-0.3,50.01,-0.0059,0.0554,0.0213,-0.0077,15751999000,5874000000,-0.3,-0.959,-0.357,-,94.34,0.585,0.937,0.936,6.07,1.675,False
7512,WDFC,0.1061284753971803,0.09360718955319823,0.11944671499999998,2412716000,90152000,38.53,2.35,14.08,3.17,0.0188,4.58,37.32,0.123,0.161,0.119,0.322,508967000,254765000,4.58,-0.239,-0.073,38.53,31.25,4.335,12.09,4.619,25.19,-0.18,True
7513,WDH,1.2205882352941175,0.09360718955319823,0.08728119999999996,1187781000,496079000,13.73,None,12.21,0,0,0.22,7.14,0.217,0.171,0.0535,0.139,2801768000,1782406000,0.22,0,0.125,13.73,-,0.312,1.272,0.125,1.032,None,True
7514,WDI,0.11570445105092768,0.09360718955319823,,697069000,None,None,None,None,0,0.117,-3.46,0,0,0,0,-18.35,0,0,-3.46,0,0,-,-,52.91,0.86,-,-,None,True
7515,WDS,0.002685848687569642,0.09360718955319823,0.14638490721649486,43785171000,10413000000,5.41,None,19.14,2.53,0.107,4.26,11.13,0.386,0.496,0.121,0.256,16817000000,10277000000,4.26,0.5,1.469,5.41,8.54,4.386,1.347,4.575,5.67,0.892,False
7516,WE,-0.7172016460905349,0.09360718955319823,0.10205362499999997,544730000,-526000000,None,None,-5.18,0,0,-7.77,4.259,-0.627,-0.36,-0.0368,0,3245000000,2641000000,-7.77,0,0.181,-,-,0.43,-,6.61,-14.26,1.658,False
7517,WEAV,0.15044247787610635,0.09360718955319823,0.049276947368421045,343233000,-36740000,None,None,1.266,0,0,-0.79,2.184,-0.35,-0.35,-0.157,-0.509,142117000,88841000,-0.79,0,0.184,-,-,2.012,3.199,1.706,-6.32,None,True
7518,WEC,0.06611051191268166,0.09360718955319823,0.17349132278481003,30064925000,3151200000,21.3,3.007,36.07,2.91,0.0331,4.45,30.43,0.147,0.211,0.0314,0.124,9597400000,3307500000,4.45,0.125,0.162,21.3,21.1,3.295,2.715,5.1,14.48,0.382,False
7519,WEJO,-0.32588569312430565,0.09360718955319823,0.03037651785714287,53589000,-200918000,None,None,-0.31,0,0,-1.89,0.068,0,-33.11,-3.304,-396.68,6121000,-1017000,-1.89,0,6.32,-,-,14.9,12.92,17.81,-0.517,3.065,False
7520,WEJOW,-0.29464419475655435,0.09360718955319823,,None,None,None,None,-13.21,None,0,None,0,0,0,0,0,0,0,0,0,1.015,-,-,-,-,-,-,None,False
7521,WEL,0.030897498773908728,0.09360718955319823,0.35855225,150366000,None,262.75,None,-0.217,0,0,0.04,0,0,0,0,-0.668,0,0,0.04,0,0,262.75,-,-,-,-,-,None,False
7522,WEL-U,0.050830889540566915,0.09360718955319823,,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,None,False
7523,WEL-WS,16.585877862595417,0.09360718955319823,,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,None,True
7524,WELL,0.07679394766677564,0.09360718955319823,0.09654749572649583,34531525000,2180761000,201.09,0.603,41.38,2.44,0.034,0.35,12.55,0.0243,0.145,0.0145,0.008,5801994000,2304610000,0.35,2.253,0.119,201.09,26.11,5.61,1.66,8.32,23.24,1.043,False
7525,WEN,0.049872262415677354,0.09360718955319823,0.22606474500000004,4724563000,469045000,27.17,2.262,2.185,0.5,0.0449,0.82,9.8,0.0846,0.16,0.0396,0.393,2095505000,720757000,0.82,-0.175,0.134,27.17,24.51,3.035,11.34,4.193,17.5,0.896,False
7526,WERN,0.15463015205342903,0.09360718955319823,0.1794401693548386,2810463000,520935000,11.77,2.07,22.83,0.51,0.0115,3.74,51.31,0.0733,0.0733,0.0528,0.173,3289978000,785654000,3.74,-0.176,0.126,11.77,12.77,0.837,2.008,1.012,5.13,0.883,True
7527,WES,0.034677666476839585,0.09360718955319823,0.11221579591836736,10496005000,1918153000,9.09,5.48,7.73,2,0.0735,3,8.23,0.366,0.411,0.0741,0.403,3251721000,2176255000,3,0.458,0.084,9.09,8.98,3.075,3.563,5.35,8.34,2.706,False
7528,WEST,0.05979202772963616,0.09360718955319823,0.09680600000000002,945038000,46990000,None,None,0.124,0,0,-1.61,17.91,-0.0636,0.0263,0.0213,-0.283,867872000,152765000,-1.61,0,0.196,-,-,1.257,3.396,1.401,38.75,None,False
7529,WESTW,1.0750000000000002,0.09360718955319823,,None,45308000,None,None,-0.634,0,0,None,2.367,-0.0256,0.0258,0,0,781510000,0,0,0,0.305,-,-,-,-,-,-,None,True
7530,WETG,-0.6950000000000001,0.09360718955319823,0.22402593203883495,47666100,-6976180,None,None,0.216,0,0,-0.03,0.049,-0.59,-0.57,-0.138,-0.264,12316500,11699400,-0.03,-0.14,0.164,-,-,10.51,3.433,10.07,-17.84,7.91,False
7531,WEX,0.1871727748691099,0.09360718955319823,0.2012899272727273,7824271000,792199000,40.04,1.515,38.17,0,0,4.53,52.94,0.0857,0.258,0.0347,0.0895,2350511000,1726406000,4.53,4.209,0.257,40.04,11.38,3.205,4.25,3.406,12.01,1.594,True
7532,WEYS,0.09300442894188313,0.09360718955319823,0.11812275862068965,246391000,42199000,8.41,0,23.54,0.96,0.0364,3.07,36.81,0.084,0.112,0.0816,0.139,351737000,144393000,3.07,-0.007,-0.023,8.41,-,0.671,1.134,0.778,6.53,0.873,False
7533,WF,0.02114330462020357,0.09360718955319823,-0.064759,6303776000,None,2.731,0.716,118514.82,1130,0.0613,9.51,41316.57,0.314,0.447,0.0072,0.11,10022250611000,9984154000000,9.51,0.212,-0.021,2.731,3.019,0.0007,0.335,-,-,0.676,False
7534,WFC,-0.1941741732806712,0.09360718955319823,0.16356545,142471840000,None,12.01,0.17,41.96,1.1,0.0318,3.14,18.99,0.182,0.207,0.0067,0.0693,72247001000,72247000000,3.14,-0.517,-0.119,12.01,8.29,2.099,1.029,-,-,1.172,False
7535,WFC-P-A,0.09952333751394814,0.09360718955319823,,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,None,True
7536,WFC-P-C,0.09614517826072763,0.09360718955319823,,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,None,True
7537,WFC-P-D,0.10245240227494327,0.09360718955319823,,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,None,True
7538,WFC-P-L,0.05998262884581158,0.09360718955319823,,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,None,False
7539,WFC-P-Q,0.06954698739961307,0.09360718955319823,,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,None,False
7540,WFC-P-R,0.002684728000572398,0.09360718955319823,,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,None,False
7541,WFC-P-Y,0.09700265767195058,0.09360718955319823,,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,None,True
7542,WFC-P-Z,0.1052829721554042,0.09360718955319823,,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,None,True
7543,WFCF,0.13991416309012866,0.09360718955319823,0.2273476363636364,79126000,3417000,41.5,0,2.161,0,0,0.32,4.172,0.0803,0.107,0.0871,0.152,24845000,10468000,0.32,-0.329,0.049,41.5,-,3.379,6.15,3.182,20.27,0.747,True
7544,WFG,-0.09164385106274375,0.09360718955319823,0.07228951162790699,5813833000,3202000000,3.376,None,91.19,1.15,0.0166,20.86,103.47,0.204,0.269,0.16,0.259,9701000000,4559000000,20.86,-0.404,-0.207,3.376,13.77,0.61,0.816,0.542,1.455,2.007,False
7545,WFRD,0.4446886446886445,0.09360718955319823,,4193870000,783000000,151.69,None,7.54,0,0,0.39,61,0.006,0.1,0.0571,0.0974,4331000000,1311000000,0.39,0,0.253,151.69,16.39,0.76,6.79,1.146,10.16,2.094,True
7546,WGO,-0.035707565478259505,0.09360718955319823,0.13984152500000008,1730526000,513055000,5.84,0.382,43.7,0.9,0.0191,9.51,143.17,0.0702,0.104,0.122,0.246,4456130000,929337000,9.51,-0.435,-0.256,5.84,6.9,0.343,1.338,0.402,3.27,1.681,False
7547,WGS,-0.6202691821005406,0.09360718955319823,0.1331856129032258,177346000,-415177984,1.834,None,1.472,0,0,0.25,0.766,-1.213,-1.902,-0.384,-0.589,231145000,-16602000,0.25,0,0.928,1.834,-,-,-,-,-,1.874,False
7548,WGSWW,-0.8509463722397477,0.09360718955319823,,None,None,None,None,None,None,0,None,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,None,False
7549,WH,-0.050972702584938086,0.09360718955319823,0.1539749173553719,5835377000,601000000,17.13,1.451,11.13,1.28,0.0206,3.91,14.99,0.262,0.387,0.078,0.346,1354000000,954000000,3.91,0.219,-0.016,17.13,17.73,4.639,5.39,4.706,11.84,1.423,False
7550,WHD,-0.19768981831610655,0.09360718955319823,0.21976593877551015,3439966000,208872000,24.06,None,9.39,0.44,0.0107,1.8,11.41,0.16,0.254,0.104,0.222,688369000,242448000,1.8,0.992,0.445,24.06,48.08,4.826,5.74,4.502,15.12,1.937,False
7551,WHF,0.046208074165419354,0.09360718955319823,0.1562138,291468000,None,18.44,1.01,14.3,1.42,0.113,0.68,3.768,0.179,0.688,0.0457,0.046,87527000,87527000,0.68,-0.583,0.405,18.44,7.54,3.937,0.909,17.52,6.45,1.289,False
7552,WHG,0.05618973393173899,0.09360718955319823,0.18800977884615377,103163000,4796000,None,0,14.23,0.6,0.0558,-0.59,8.76,-0.0674,0.0323,0.0097,-0.0405,68681000,28557000,-0.59,-0.988,0.055,-,-,1.308,0.809,0.358,6.73,1.216,False
7553,WHLM,0.06220095693779921,0.09360718955319823,0.1080540212765957,24297700,2612000,6.94,0,4.694,0,0,0.64,3.448,0.199,0.136,0.0381,0.156,17780000,17780000,0.64,0.663,0.076,6.94,-,0.283,0.767,0.143,2.935,0.77,False
7554,WHLR,-0.27953890489913547,0.09360718955319823,-0.017352100000000002,12536300,40215000,None,0,-6.18,0,0,-2.31,7.84,-0.163,0.297,0.0247,-0.0681,76511000,50780000,-2.31,0,0.736,-,-,0.241,-,7.96,14.49,2.705,False
7555,WHLRD,0.061525129982669055,0.09360718955319823,,11433300,40215000,None,0,-6.18,0,0,-1.868,7.84,-0.163,0.297,0.0247,-0.0681,76511000,50780000,-1.868,0,0.736,-,-,0.158,-,-,-,2.705,False
7556,WHLRL,0.12903590011580682,0.09360718955319823,,None,40215000,None,None,-6.18,0,0,-1.868,7.84,-0.163,0.297,0.0247,-0.0681,76511000,50780000,-1.868,0,0.736,-,-,-,-,-,-,2.705,True
7557,WHLRP,-0.42497604066836125,0.09360718955319823,,1620100,40215000,None,0,-6.18,0,0.184,-1.868,7.84,-0.163,0.297,0.0247,-0.0681,76511000,50780000,-1.868,0,0.736,-,-,0.0277,-,-,-,2.705,False
7558,WHR,-0.03169390633054598,0.09360718955319823,0.11023762500000002,7179578000,1788000000,None,1.649,43.26,7,0.0544,-27.87,352.84,-0.077,0.0666,0.0439,-0.402,19723999000,3073000000,-27.87,-0.654,-0.153,-,9.51,0.381,1.875,0.568,8.4,1.503,False
7559,WILC,0.06884130093597039,0.09360718955319823,,194277000,None,16.68,0,9.11,0,0.0907,0.84,0,0.0834,0,0.0456,0.0735,0,138293000,0.84,3.642,0.14,16.68,-,1.409,1.213,0.236,2.716,0.756,False
7560,WIMI,0.48876404494382036,0.09360718955319823,0.11733566037735846,91043000,-156839792,None,None,14.58,0,0,-0.51,9.89,-0.332,-0.2,-0.0613,-0.217,851857000,249568000,-0.51,-0.8,-0.159,-,129.87,0.0965,0.442,0.0009,0.0762,0.807,True
7561,WINA,0.34464698540493466,0.09360718955319823,0.2395072888888889,1141641000,54216000,30.05,0,-17.81,2.55,0.0085,10.97,23.34,0.484,0.659,1.169,0,81411000,76713000,10.97,-0.074,0.037,30.05,-,9.97,58.68,10.93,16.35,0.772,True
7562,WING,0.1321007845681918,0.09360718955319823,0.21430167499999989,5336173000,103996000,100.6,7.02,-13.06,0.72,0.004,1.77,11.96,0.148,0.26,0.173,0,357521000,171057000,1.77,1.555,0.456,100.6,84.03,14.09,-,16.45,61.86,1.558,True
7563,WINT,-0.44,0.09360718955319823,0.057389140625,4135400,-24912000,None,0,26.68,0,0,-64.35,0,0,0,-0.24,-1.26,0,-17787000,-64.35,0,-1,-,-,660.53,0.396,706.08,-0.0283,0.15,False
7564,WINV,0.0418513047759725,0.09360718955319823,0.113867,152088000,None,None,None,-0.257,0,0,-0.08,0,0,0,0,0,0,0,-0.08,0,0,-,-,-,-,-,-,None,False
7565,WINVR,1.7431421446384043,0.09360718955319823,,None,None,None,None,0.01,None,0,None,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,None,True
7566,WINVU,0.022772277227722817,0.09360718955319823,,None,None,None,None,-0.257,0,0,None,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,None,False
7567,WINVW,0.0,0.09360718955319823,,None,None,None,None,0.01,None,0,None,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,None,False
7568,WIRE,0.22467965260104103,0.09360718955319823,0.1748971046511628,3080681000,941235000,4.631,2.09,100.26,0.08,0.0004,36.91,157.5,0.238,0.303,0.322,0.455,3017555000,1112421000,36.91,0.198,0.009,4.631,-,0.847,1.559,0.682,2.207,1.325,True
7569,WISA,-0.9468120251073671,0.09360718955319823,0.013167857142857144,4516300,-17922000,None,None,-2.801,0,0,-87.14,17.27,0,-5.36,-0.731,-2.246,3365000,395000,-87.14,0,-0.542,-,-,1.715,1.44,1.456,-0.419,-0.0717,False
7570,WISH,-0.3559726419595992,0.09360718955319823,0.04914748913043478,293982000,-366000000,None,None,0.686,0,0,-0.63,0.85,-0.672,-0.651,-0.223,-0.593,571000000,166000000,-0.63,0,-0.574,-,-,0.612,0.753,0.134,1.05,1.564,False
7571,WIT,-0.05431700386451559,0.09360718955319823,0.13815427500000008,24648301000,157275996000,18,1.247,137.84,6,0.0172,0.25,161.03,0.129,0.15,0.0759,0.161,881572970000,225904000000,0.25,0.026,0.144,18,15.9,0.0295,3.032,0.0289,0.136,0.702,False
7572,WIX,0.43570195627157665,0.09360718955319823,-0.02690550704225353,5870431000,-262496000,None,0.09,-4.675,0,0,-7.5,23.93,-0.306,-0.206,-0.0934,-7.54,1387666000,861579000,-7.5,0,0.081,-,100,3.499,39.13,3.59,-95.98,1.212,True
7573,WK,0.4805912212600776,0.09360718955319823,0.1906881063829787,5031826000,-72752000,None,0,0.114,0,0,-1.73,10.16,-0.169,-0.154,-0.0646,-2.304,537875000,407990000,-1.73,0,0.191,-,-,8.33,453.62,8.46,-58.83,1.147,True
7574,WKEY,0.5244755244755247,0.09360718955319823,,49802800,-24231000,None,None,4.48,0,0,-3.7,2.79,-0.536,-0.983,-0.184,-0.701,25296000,9389000,-3.7,0,0.389,-,-,1.236,0.622,0.646,-0.652,1.731,True
7575,WKHS,-0.5393258426966292,0.09360718955319823,0.13507806770833342,216946000,-127137648,None,0,0.656,0,0,-0.72,0.032,0,-25.7,-0.393,-0.828,5023100,-32649236,-0.72,190.44,-0.99,-,-,328.64,2.375,235.74,-0.87,2.855,False
7576,WKME,0.4524660471765547,0.09360718955319823,0.12095300000000002,881247000,-104696000,None,None,2.929,0,0,-1.07,2.878,-0.378,-0.448,-0.152,-0.379,245006000,191122000,-1.07,0,0.218,-,-,3.679,2.987,1.984,-4.278,None,True
7577,WKSP,-0.24590163934426237,0.09360718955319823,0.1155791521739131,25457900,-12590207,None,None,1.567,0,0,-0.8,0.006,0,-137.64,-0.217,-0.406,93890,-46952,-0.8,0,-0.804,-,-,281.95,0.951,168.95,-1.333,1.877,False
7578,WKSPW,-0.23346303501945523,0.09360718955319823,,None,-2557408,None,None,1.124,None,0,-0.542,0.082,0,-5.93,-0.212,-0.49,432900,0,-0.542,0,1.817,-,-,-,-,-,-,2.52,False
7579,WLDN,-0.10588972431077702,0.09360718955319823,0.18380625641025644,201477000,10426000,None,0,13.65,0,0,-0.68,32.98,-0.0197,-0.0165,-0.011,-0.0468,429138000,143579000,-0.68,-0.903,0.228,-,12.84,0.565,1.089,0.767,36.57,1.256,False
7580,WLDS,-0.2620699837590432,0.09360718955319823,0.2404266550000001,8515800,-5531000,None,None,0.663,0,0,-0.47,0.004,0,-123.42,-0.548,-1.204,45000,35000,-0.47,0,-0.514,-,-,128.43,16.36,170.82,-2.626,None,False
7581,WLDSW,-0.2468468468468469,0.09360718955319823,,None,-3927000,None,None,-0.078,0,0,None,0.006,0,-62.62,-1.344,-4.838,63000,0,0,0,-0.738,-,-,-,-,-,-,None,False
7582,WLFC,0.43359375,0.09360718955319823,0.0831446857142857,337175000,176570000,161.91,0,61.18,0,0,0.34,50.13,0.0179,0.29,0.0219,0.0124,304348000,283515000,0.34,14.18,0.183,161.91,-,1.177,0.893,7.47,14.69,1.03,True
7583,WLK,0.1812496535292739,0.09360718955319823,0.0990652067039106,14952416000,4085000000,6.77,1.59,77.97,1.309,0.0122,17.34,123.42,0.142,0.197,0.0996,0.242,15794000000,4073000000,17.34,-0.641,-0.059,6.77,10.01,0.837,1.46,1.098,3.745,1.244,True
7584,WLKP,0.020844648387101924,0.09360718955319823,0.19416024999999998,753044000,468761000,11.75,0.23,15.18,1.886,0.0847,1.82,45.24,0.0403,0.218,0.152,0.357,1593147000,377365000,1.82,-0.429,0.11,11.75,12.0,0.491,2.692,0.749,2.279,0.986,False
7585,WLY,-0.09533493462799253,0.09360718955319823,0.0874049268292683,2049979000,289753000,None,2.48,18.52,1.387,0.0359,-0.16,36.66,-0.0039,0.0912,0.0356,-0.0074,2039426000,1445170000,-0.16,-0.313,-0.048,-,10.83,1.086,2.123,1.605,9.13,1.046,False
7586,WLYB,-0.10940867997513995,0.09360718955319823,,2093824000,289753000,None,2.471,18.52,1.387,0.0374,-0.16,36.66,-0.0039,0.0912,0.0356,-0.0074,2039426000,1445170000,-0.16,-0.313,-0.048,-,10.8,1.13,2.115,1.605,9.13,1.046,False
7587,WM,0.042517865233441296,0.09360718955319823,0.1860339149999999,66073199000,5466000000,30.14,2.639,16.79,2.6,0.0171,5.39,47.72,0.114,0.174,0.0709,0.32,19698000000,7404000000,5.39,0.006,0.055,30.14,26.74,3.449,9.75,4.233,15.61,0.725,False
7588,WMB,-0.06585507752772589,0.09360718955319823,0.08960129629629632,36174258000,5036000000,17.77,1.545,9.4,1.7,0.06,1.67,9.32,0.18,0.267,0.0394,0.15,11352001000,6078000000,1.67,0.059,-0.047,17.77,18.83,3.552,3.641,5.64,11.51,1.208,False
7589,WMC,0.31897645178766265,0.09360718955319823,0.21831915384615386,55749000,None,None,1.73,15.7,1.6,0.153,-14.77,-10.52,0,1.244,-0.0324,-0.571,-63485000,-63485000,-14.77,-0.237,-0.993,-,-,1.547,0.559,25.64,7.88,1.686,True
7590,WMG,0.2602421801598767,0.09360718955319823,0.21379964000000004,17211716000,1044000000,36.09,2.632,0.524,0.62,0.0191,0.93,11.18,0.0839,0.121,0.0544,2.163,5793000000,2839000000,0.93,-0.415,-0.078,36.09,32.26,2.907,115.67,3.55,17.45,1.583,True
7591,WMK,-0.03442333315774755,0.09360718955319823,0.12392663636363634,2271301000,261078000,18.16,0,48.4,1.32,0.0158,4.65,174.58,0.0267,0.0334,0.0507,0.0993,4695943000,1205614000,4.65,0.274,0.18,18.16,-,0.489,1.764,0.47,8.22,0.336,False
